key,Sentence,checked
522,"? నాగ్‌,నానిల కాంబినేషన్ ఏ మేరకు అలరించింది.
",0
523,"దేవ (నాగార్జున) ఓ మాఫియా డాన్‌.
",0
524,"తనను ఆదరించి పెంచిన దాదా(శరత్‌ కుమార్‌)ను ప్రత్యర్థులు చంపేయటంతో పదేళ్లపాటు అజ్ఞాతంలో ఉన్న దేవ బయటకు వస్తాడు.
",0
525,"దేవ సిటీకి తిరిగి వస్తున్నాడన్న ఇన్ఫర్మేషన్‌ తెలుసుకున్న పోలీసులు ఎలాగైన దేవాను పట్టుకోవాలని స్కెచ్‌ వేస్తారు.
",0
526,"అదే సమయంలో దాదాను చంపిన డేవిడ్‌(కునాల్ కపూర్‌) గ్యాంగ్ కూడా దేవను చంపడానికి ట్రై చేస్తుంది.
",0
527,"ఓ పోలీస్‌ అటాక్‌లో గాయపడిన దేవకు డాక్టర్‌ దాస్‌ (నాని) ట్రీట్‌మెంట్‌ చేస్తాడు.
",0
528,"తాను క్రిమినల్‌ అని తెలిసినా పోలీస్‌లకు పట్టివ్వని దాస్‌ మంచితనం చూసి, దేవ అతనితో ఫ్రెండ్‌షిప్ చేస్తాడు.
",0
529,"మొదట్లో కాస్త ఇబ్బంది పడినా దాస్‌ కూడా దేవకు మంచి ఫ్రెండ్ అయిపోతాడు.
",0
530,"మనుషులను చంపటం తప్ప ప్రేమించటం తెలియని దేవ.
",0
531,"మనుషులను అమాయకంగా నమ్మటం, ప్రేమించటం మాత్రమే తెలిసిన దాస్‌ల మధ్య స్నేహం ఎలా కుదిరింది.
",0
532,"? దేవ పోలీసుల నుంచి డేవిడ్‌ గ్యాంగ్‌నుంచి ఎలా తప్పించుకున్నాడా.
",0
533,"? దాదాను చంపిన వారి మీద పగ తీర్చుకున్నాడా.
",0
534,"? ఈ ప్రయాణంలో దేవ, దాస్‌లు.
",0
535,"ఎవరు ఎవరిలా మారిపోయారు.
",0
536,"? అన్నదే మిగతా కథ.
",0
537,"కింగ్ నాగార్జున మరోసారి తనదైన స్టైలిష్‌ లుక్‌తో మెస్మరైజ్‌ చేశాడు.
",0
538,"గత చిత్రం ఆఫీసర్‌తో పోలిస్తే ఈ సినిమాలో మరింత యంగ్‌గా కనిపించాడు.
",0
539,"యాక్షన్‌, రొమాన్స్‌లతో పాటు కామెడీతోనూ ఆకట్టుకున్నాడు.
",0
540,"ఫుల్‌ ఎనర్జిటిక్‌ పర్ఫామెన్స్‌తో అలరించాడు.
",0
541,"యంగ్ హీరో నాని కూడా తనదైన నేచురల్ పర్ఫామెన్స్‌ తో మెప్పించాడు.
",0
542,"అమాయకుడిగా కనిపిస్తూనే మంచి టైమింగ్‌తో కామెడీ పండించాడు.
",0
543,"ముఖ్యంగా నాగ్‌, నానిల మధ్య వచ్చే సన్నివేశాల్లో వారిద్దరి కెమిస్ట్రీ సినిమాను మరింత ఎంటర్‌టైనింగ్‌గా మార్చింది.
",0
544,"ఎమోషనల్‌ సీన్స్‌లోనూ ఇద్దరి నటన సూపర్బ్‌.
",0
545,"సినిమా అంతా దేవ, దాస్‌ల చుట్టూనే తిరుగడంతో హీరోయిన్ల పాత్రలకు పెద్దగా ఇంపార్టెన్స్‌ లేదు.
",0
546,"ఉన్నంతలో ఆకాంక్ష సింగ్, రష్మికలు ఆకట్టుకున్నారు.
",0
547,"విలన్‌గా తెలుగు తెరకు పరిచయం అయిన బాలీవుడ్ నటుడు కునాల్ కపూర్‌ స్టైలిష్ లుక్‌లో ఆకట్టుకున్నా.
",0
548,"ఆ పాత్రను పెద్దగా ఎలివేట్ చేయలేదు.
",0
549,"ఇతర పాత్రల్లో నరేష్‌, వెన్నెల కిశోర్‌, సత్య, మురళీశర్మ, అవసరాల శ్రీనివాస్‌లు తమ పాత్రలకు పూర్తి న్యాయం చేశారు.
",0
550,"దర్శకుడు శ్రీరామ్‌ ఆదిత్య దేవదాస్‌ను బాగానే డీల్ చేశాడు.
",0
551,"తను అనుకున్న కథకు తెర రూపం ఇవ్వటంలో విజయం సాధించాడు.
",0
552,"అయితే కథనం మాత్రం పడుతూ లేస్తూ రోలర్‌ కోస్టర్‌ రైడ్‌లా సాగుతుంది.
",0
553,"హీరోలు నాగ్‌, నానిలను ఈ యువ దర్శకుడు పూర్తి స్థాయిలో ఉపయోగించుకున్నాడు.
",0
554,"ఫస్ట్‌ హాఫ్ దేవ, దాస్‌ల మధ్య ఫ్రెండ్‌షిప్‌, కామెడీ ఆకట్టుకున్నా.
",0
555,"ప్రేమకథలు ఆసక్తికరంగా లేకపోవటం నిరాశకలిగిస్తుంది.
",0
556,"చాలా రోజులు తరువాత ఓ స్టార్ హీరో సినిమాకు సంగీతమందించిన మణిశర్మ తన మార్క్‌ చూపించాడు.
",0
557,"నేపథ్య సంగీతం విషయంలో మణిశర్మకు తిరుగులేదని దేవదాస్‌తో మరోసారి ప్రూవ్‌ అయ్యింది.
",0
558,"సినిమాకు మరో మేజర్‌ ప్లస్‌ పాయింట్‌ శ్యామ్‌ దత్‌ సినిమాటోగ్రఫి.
",0
559,"ప్రతీ ఫ్రేమ్‌ కలర్‌ఫుల్‌ గా చూపించేందుకు శ్యామ్‌ పడిన కష్టం తెర మీద కనిపిస్తుంది.
",0
560,"ఎడిటింగ్ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
561,"నిర్మాణవిలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
562,"రాహుల్ రవీంద్రన్‌ నటుడిగా కొనసాగుతూనే దర్శకుడిగానూ తన అదృష్టాన్ని పరీక్షించుకున్నారు.
",0
563,"అక్కినేని వారసుడు సుశాంత్‌ హీరోగా ‘చి ల సౌ ’ సినిమాను తెరకెక్కించాడు రాహుల్‌.
",0
564,"సెన్సిబుల్‌ ప్రేమకథగా తెరకెక్కిన ‘చి ల సౌ ’ సినిమాను అన్నపూర్ణ బ్యానర్‌పై అక్కినేని నాగార్జున రిలీజ్ చేశారు.
",0
565,"ఈ సినిమాతో సుశాంత్‌ హిట్ ట్రాక్‌లోకి వచ్చాడా.
",0
566,"? దర్శకుడిగా తొలి ప్రయత్నంలో రాహుల్ రవీంద్రన్‌ సక్సెస్‌ అయ్యాడా.
",0
567,"అర్జున్‌ (సుశాంత్)ని ఎలాగైన పెళ్లికి ఒప్పించాలని ప్రయత్నిస్తుంటారు అమ్మానాన్నలు (అను హసన్‌, సంజయ్‌ స్వరూప్‌).
",0
568,"ఇంట్లో పోరు సరిపోలేదన్నట్టుగా తన బెస్ట్‌ ఫ్రెండ్‌ సుజిత్‌ (వెన్నెల కిశోర్‌) కూడా అర్జున్‌ను పెళ్లి చేసుకోమని బలవంతపెడుతుంటాడు.
",0
569,"వీళ్ల పోరు పడలేక ఓ అమ్మాయితో పెళ్లిచూపులుకు ఒప్పుకుంటాడు అర్జున్‌.
",0
570,"రొటీన్‌ పెళ్లి చూపులు లా కాకుండా కాస్త డిఫరెంట్ గా ప్లాన్ చేసిన పేరెంట్స్‌.
",0
571,"అర్జున్‌ను ఒక్కడినే ఇంట్లో ఉంచి అమ్మాయి వస్తుంది మాట్లాడమని చెప్తారు.
",0
572,"అంజలి (రుహాని శర్మ) ఎన్నో బాధ్యతలు ఉన్న మధ్యతరగతి అమ్మాయి.
",0
573,"చిన్నతనంలోనే తండ్రి చనిపోవటంతో కుటుంబానికి తానే పెద్ద దిక్కు అవుతుంది.
",0
574,"అంజలిని చూసిన అర్జున్‌ పెళ్లికి ఒప్పుకున్నాడా.
",0
575,"? లేక తన మాట ప్రకారం ఐదేళ్ల వరకు పెళ్లి వాయిదా వేశాడా.
",0
576,"? అన్నదే మిగతా కథ.
",0
577,"సినిమా అంతా అర్జున్‌, అంజలిల చుట్టూనే తిరుగుతుంది.
",0
578,"అర్జున్‌ పాత్రలో సుశాంత్ సహజంగా నటించాడు.
",0
579,"గత చిత్రాలతో పోలిస్తే మంచి పరిణతి కనబరిచాడు.
",0
580,"కామెడీ టైమింగ్‌తో ఆకట్టుకున్నాడు.
",0
581,"డిఫరెంట్ కాన్సెప్ట్‌ తో తెరకెక్కిన ప్రేమకథ కావటంతో డ్యాన్స్‌లు, ఫైట్లు చేసే ఛాన్స్‌ రాలేదు.
",0
582,"నటన పరంగా మాత్రం ఫుల్‌ మార్క్‌ సాధించాడు సుశాంత్‌.
",0
583,"హీరోయిన్‌ గా పరిచయం అయిన రుహాని శర్మ తొలి సినిమాతోనే సూపర్బ్‌ అనిపించింది.
",0
584,"అర్జున్‌ మీద ఇష్టమున్నా కుటుంబ బాధ్యతల కారణంగా అవుననలేక, కాదనలేక మదన పడే పాత్రలో మంచి నటన కనబరిచింది.
",0
585,"అందం, అభినయం రెండింటితోనూ మెప్పించింది.
",0
586,"వెన్నెల కిశోర్‌ తన మార్క్‌ కామెడీ డైలాగ్స్‌, బాడీ లాంగ్వేజ్‌తో నవ్వించాడు.
",0
587,"హీరోయిన్‌ తల్లిగా రోహిణి, హీరో తల్లి దండ్రులుగా అను హసన్‌, సంజయ్‌ స్వరూప్‌, ఇతర పాత్రల్లో విద్యుల్లేఖ రామన్‌, జయప్రకాష్ తమ పరిధిమేరకు ఆకట్టుకున్నారు.
",0
588,"రొటీన్‌ ప్రేమకథలకు భిన్నంగా పెళ్లిచూపులతో మొదలయ్యే ప్రేమకథతో ఆకట్టుకున్నాడు రాహుల్ రవీంద్రన్‌.
",0
589,"దర్శకుడిగా తొలి ప్రయత్నంలోనే ఓ డిఫరెంట్ సినిమాతో ప్రేక్షకుల ముందుకు వచ్చాడు.
",0
590,"దర్శకుడిగానే కాదు రచయితగానూ మంచి మార్కులు సాధించాడు.
",0
591,"టేకింగ్‌లోనూ కొత్త దనం చూపించాడు.
",0
592,"అయితే ఇద్దరు వ్యక్తుల మధ్య ఒక్క పూటలో జరిగే సంఘటనలు నేపథ్యంలో కథను తయారు చేసుకున్న దర్శకుడు, కథనాన్ని కాస్త నెమ్మదిగా నడిపించాడు.
",0
593,"ఫస్ట్ హాఫ్‌లో వెన్నెల కిశోర్‌, సుశాంత్‌ల కాంబినేషన్‌లో వచ్చే కొన్ని సీన్స్‌ బోరింగ్‌గా అనిపిస్తాయి.
",0
594,"పెళ్లిచూపులు సీన్‌ మొదలైన తరువాత కథనం ఇంట్రస్టింగ్‌ మారుతుంది.
",0
595,"సినిమాకు సినిమాటోగ్రఫి మరో ప్రధాన బలం.
",0
596,"షూటింగ్ పెద్దగా లోకేషన్లు లేకపోయినా ఆకట్టుకునేలా తెరకెక్కించారు.
",0
597,"ప్రశాంత్ విహారి అందించిన సంగీతం బాగుంది.
",0
598,"ముఖ్యంగా నేపథ్య సంగీతం కొత్త అనుభూతి కలిగిస్తుంది.
",0
599,"ఎడిటింగ్‌, నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
600,"రంగస్థలం లాంటి ఘనవిజయం తరువాత మెగా పవర్‌ స్టార్ రామ్‌ చరణ్‌ హీరోగా తెరకెక్కిన మాస్ ఎంటర్‌టైనర్‌ వినయ విధేయ రామ.
",0
601,"కమర్షియల్‌ చిత్రాల దర్శకుడు బోయపాటి శ్రీను దర్శకత్వంలో తెరకెక్కిన ఈ సినిమా పై భారీ అంచనాలే ఉన్నాయి.
",0
602,"వరుస ప్రయోగాల తరువాత చరణ్‌ కమర్షియల్ ఎంటర్‌టైనర్‌తో వస్తుండటంతో అభిమానులు కూడా సినిమా కోసం ఎదురుచూస్తున్నారు.
",0
603,"మరి ఇంతటి భారీ అంచనాల మధ్య ప్రేక్షకుల ముందుకు వచ్చిన వినయ విధేయ రామ ప్రేక్షకులను ఏమేరకు ఆకట్టుకుంది.
",0
604,"? రామ్‌చరణ్‌ తన సక్సెస్‌ ట్రాక్‌ను కంటిన్యూ చేశాడా.
",0
605,"? బోయపాటి మాస్‌ ఫార్ములా వర్క్‌ అవుట్‌ అయ్యిందా.
",0
606,"రామ (రామ్‌చరణ్‌)కు తన అన్నలంటే ప్రాణం.
",0
607,"పెద్దవాడు భువన్‌ కుమార్‌(ప్రశాంత్) అంటే అందరికీ గౌరవం.
",0
608,"తన వారి కోసం చదువును భవిష్యత్తును కాదనుకొని అన్నలను పెద్ద చదువులు చదివిస్తాడు రామ.
",0
609,"భువన్‌ కుమార్‌ ఎలక్షన్‌ కమిషనర్‌గా వైజాగ్‌లో పనిచేస్తుండగా పందెం పరుశురాం (ముఖేష్‌ రుషి) అనే వ్యక్తితో గొడవ అవుతుంది.
",0
610,"అన్నల జోలికి ఎవరు వచ్చిన సహించలేని రామ, పరుశురాంని అతడి అనుచరులను కొట్టి ఎలక్షన్లు సజావుగా జరిగేలా చూస్తాడు.
",0
611,"అదే సమయంలో బీహార్‌లోని ఓ ప్రాంతాన్ని తను కనుసైగలతో శాసిస్తున్న వ్యక్తి రాజు భాయ్‌ మున్నా (వివేక్‌ ఒబెరాయ్‌).
",0
612,"రాజు భాయ్‌ తన ప్రాంతంలో ఎలక్షన్‌లే లేకుండా తనకు నచ్చిన వారినే పదువుల్లో పెట్టుకుంటున్నాడని తెలిసి, భువన్‌ కుమార్‌ను అక్కడికి ఎలక్షన్‌ కమీషనర్‌గా పంపిస్తారు.
",0
613,"తనకు ఎవరు ఎదురొచ్చినా అంతం చేసే రాజు భాయ్‌, భువన్‌ కుమార్‌ను ఏం చేశాడు.
",0
614,"? అన్న కోసం రామ ఏం చేశాడు.
",0
615,"? అన్నదే మిగతా కథ.
",0
616,"ధృవ, రంగస్థలం లాంటి ప్రయోగాల తరువాత పక్కా మాస్‌ కమర్షియల్ సినిమాలో నటించిన రామ్‌ చరణ్‌, తన పాత్రకు పూర్తి న్యాయం చేశాడు.
",0
617,"చాలా సన్నివేశాల్లో చిరంజీవిని అనుకరించినట్టుగా అనిపించినా.
",0
618,"రామ పాత్రలో ఒదిగిపోయాడు.
",0
619,"నటుడిగానూ మంచి పరిణతి కనిపించింది.
",0
620,"ముఖ్యంగా యాక్షన్‌ ఎపిసోడ్స్‌లో చరణ్‌ నటన ఆకట్టుకుంటుంది.
",0
621,"హీరోయిన్‌ కియారా అద్వానీ పాత్రకు ఏ మాత్రం ప్రాధాన్యం లేదు.
",0
622,"పాటలు అవసరమైనప్పుడు వచ్చిపోవటం తప్ప పెద్దగా నటనకు ఆస్కారం లేదు.
",0
623,"చాలా కాలం తరువాత తెలుగు తెర మీద కనిపించిన ప్రశాంత్, సెటిల్డ్ పర్ఫామెన్స్‌తో ఆకట్టుకున్నాడు.
",0
624,"వదిన పాత్రలో స్నేహ హుందాగా కనిపించింది.
",0
625,"ఎమోషనల్‌ సీన్స్‌లో ఆమె నటన బాగుంది.
",0
626,"విలన్‌గా వివేక్‌ ఒబెరాయ్‌ తెర మీద కనిపించింది కొద్ది సేపే అయినా ఉన్నంతలో మంచి పర్ఫామెన్స్‌తో ఆకట్టుకున్నాడు.
",0
627,"ఆర్యన్‌ రాజేష్‌, ముఖేష్‌ రుషి, హరీష్ ఉత్తమన్‌, రవి వర్మ, మధునందన్‌ ఇలా చాలా మంది నటులు ఉన్నా ఎవరికీ రెండు మూడు డైలాగ్‌లకు మించి లేవు.
",0
628,"రంగస్థలం లాంటి సూపర్‌ హిట్ తరువాత రామ్‌ చరణ్ నటిస్తున్న సినిమా కావటంతో వినయ విధేయ రామపై భారీ అంచనాలు నెలకొన్నాయి.
",0
629,"అయితే ఆ అంచనాలను అందుకోవటం లో చిత్రయూనిట్ పూర్తిగా విఫలమైంది.
",0
630,"బోయపాటి సినిమా అంటే భారీ యాక్షన్‌ ఎపిసోడ్స్‌, హై ఎమోషన్స్‌ ఎక్స్‌పెక్ట్ చేస్తారు.
",0
631,"అయితే సినిమాలో యాక్షన్‌ కాస్త శ్రుతి మించినట్టుగా అనిపిస్తుంది.
",0
632,"బోయపాటి గత చిత్రాలతో పోలిస్తే ఎమోషనల్‌ సీన్స్‌ కూడా పెద్దగా వర్క్‌ అవుట్ కాలేదు.
",0
633,"తెర నిండా నటీనటులు ఉన్నా ఎవరినీ సరిగ్గా వినియోగించుకోలేదు.
",0
634,"రామ్‌ చరణ్‌ను దృష్టిలో పెట్టుకొని భారీ యాక్షన్‌ ఎపిసోడ్స్‌తో సినిమా చేసే ప్రయత్నంలో కథా కథనాలు పూర్తిగా గాడి తప్పాయి.
",0
635,"హీరోను అంచనాలకు మించి చూపించే ప్రయత్నంలో ఏ మాత్రం నమ్మశక్యంగా లేని పోరాట సన్నివేశాలను డిజైన్‌ చేశారు.
",0
636,"ఒక దశలో యాక్షన్‌ సీన్స్‌ మధ్యలో కథ వచ్చిపోతున్న భావన కలుగుతుంది.
",0
637,"సంగీత దర్శకుడు దేవీ శ్రీ ప్రసాద్‌ కూడా ఆకట్టుకోలేకపోయాడు.
",0
638,"రిషీ పంజాబీ తన సినిమాటోగ్రఫితో సినిమాను కాపాడే ప్రయత్నం చేశాడు.
",0
639,"ఎలివేషన్‌ షాట్స్‌, యాక్షన్‌ ఎపిసోడ్స్‌లో సినిమాటోగ్రఫి ఆకట్టుకుంటుంది.
",0
640,"ఎడిటింగ్‌, నిర్మాణ విలువలు సినిమా స్థాయికి తగ్గట్టుగా ఉన్నాయి.
",0
641,"టాలీవుడ్‌లోనే కాకుండా భారతీయ సినీ పరిశ్రమలో కూడా దర్శకుడు తరుణ్ భాస్కర్‌కు పెళ్లిచూపులు చిత్రం మంచి గుర్తింపు తెచ్చింది.
",0
642,"పెళ్లి చూపులు సినిమాతో సూపర్‌ హిట్ అందుకున్న తరుణ్‌ భాస్కర్‌.
",0
643,"కాస్త గ్యాప్‌ తీసుకొని మరో ఇంట్రస్టింగ్ సినిమాతో ప్రేక్షకుల ముందుకు వచ్చాడు.
",0
644,"పక్కా యూత్‌ ఫుల్‌ ఎంటర్‌టైనర్‌ గా తెరకెక్కిన ఈ నగరానికి ఏమైంది? సినిమాను సురేష్‌ ప్రొడక్షన్స్‌ లాంటి ప్రతిష్టాత్మక సంస్థ నిర్మించటంతో సినిమాపై ఆసక్తి పెరిగింది.
",0
645,"అందుకు తగ్గట్టుగా డిఫరెంట్ ప్రమోషన్స్‌ కూడా సినిమా మీద హైప్‌ క్రియేట్‌ చేశాయి.
",0
646,"పదికి పైగా చిన్న సినిమాలు రిలీజ్  అవుతున్న ఈ శుక్రవారం ప్రేక్షకుల ముందుకు వచ్చిన ఈ సినిమాతో తరుణ్‌ భాస్కర్‌ మరోసారి తన ప్రత్యేకతను చాటుకున్నాడా.
",0
647,"? ఈ నగరానికి ఏమైంది? యాడ్‌ రేంజ్‌లో సినిమా కూడా సక్సస్‌ అయ్యిందా.
",0
648,"ఈ నగరానికి ఏమైంది? నలుగురు మధ్య తరగతి యువకుల కథ.
",0
649,"వివేక్ (విశ్వక్ సేన్ నాయుడు), కార్తిక్ (సుశాంత్ రెడ్డి), కౌశిక్ (అభినవ్ గోమఠం), ఉపేంద్ర (వెంకటేష్ కాకుమాను)లు చిన్నప్పటి నుంచి మంచి స్నేహితులు.
",0
650,"కార్తీక్‌ తాను పనిచేస్తున్న క్లబ్‌ ఓనర్‌ కూతురిని పెళ్ళి చేసుకొని అమెరికాలో సెటిల్‌ అవ్వాలని కలలు కంటుంటాడు.
",0
651,"కౌశిక్‌ డబ్బింగ్ ఆర్టిస్ట్‌గా పనిచేస్తూ ఎప్పటికైనా యాక్టర్‌ అవ్వాలని ప్రయత్నిస్తుంటాడు.
",0
652,"ఉపేంద్ర పెళ్లి క్యాసెట్స్‌ ఎడిటింగ్‌ చేస్తూ ఉంటాడు.
",0
653,"ఈ కథలో కీలకమైన వివేక్‌ దర్శకుడిగా ఎదగటానికి షార్మ్‌ ఫిలింస్ తీసి ప్రూవ్‌ చేసుకోవాలనుకుంటాడు.
",0
654,"కానీ ప్రేమ విఫలం కావటంతో మధ్యానికి బానిసై ఫ్రెండ్స్‌కు దూరంగా ఉంటుంటాడు.
",0
655,"కానీ అనుకున్నట్టుగా కార్తీక్‌కి ఓనర్‌ కూతురితో పెళ్లి కుదరటంతో పార్టీ చేసుకోవడానికి అందరూ ఒక్కటవుతారు.
",0
656,"బార్‌లో ఫ్రెండ్స్‌ అంతా బాగా తాగేసి అనుకొని పరిస్థితుల్లో గోవా వెళ్లిపోతారు.
",0
657,"అలా గోవా చేరిన నలుగురు స్నేహితులు ఏం చేశారు.
",0
658,"? ఈ ప్రయాణం వారికి జీవితం అంటే ఏంటో ఎలా చూపించింది.
",0
659,"? ఈ ట్రిప్ తరువాత వారు ఎలా మారిపోయారు? అన్నదే మిగతా కథ.
",0
660,"సినిమా అంతా నలుగురు కుర్రాళ్ల చుట్టూనే తిరుగుతుంది.
",0
661,"పెద్దగా పరిచయం లేని నటీనటులను ఎంచుకున్న దర్శకుడు వాళ్ల నుంచి సహజమైన నటనను రాబట్టుకున్నాడు.
",0
662,"వివేక్‌ పాత్రలో విశ్వక్‌ సేన్‌ సీరియస్‌నెస్‌ తో పాటు బాధని కూడా పలికించాడు.
",0
663,"సినిమాకు మేజర్‌ ప్లస్ పాయింట్‌ కౌశిక్ పాత్రలో కనిపించిన అభినవ్‌ గోమఠం.
",0
664,"అభినవ్‌ తెర మీద కనిపించిన ప్రతీసారి ప్రేక్షకుడు కడుపుబ్బా నవ్వుకుంటాడు.
",0
665,"చిన్న చిన్న పంచ్ డైలాగ్స్‌తో ఫన్నీ ఎక్స్‌ప్రెషన్స్‌ తో ఆకట్టుకున్నాడు అభినవ్‌.
",0
666,"ఇతర పాత్రల్లో సుశాంత్‌, ఉపేంద్రలు తమ పాత్రలకు న్యాయం చేశారు.
",0
667,"వివేక్‌ ప్రేమ కథలో వచ్చే శిల్ప పాత్రలో సిమ్రాన్‌ చౌదరి అందంగా కనిపించారు.
",0
668,"మోడ్రన్ అమ్మాయిగా అనీషా ఆంబ్రోస్‌ అందం, అభినయంతో ఆకట్టుకుంది.
",0
669,"పెళ్లిచూపులు లాంటి క్లాస్‌ సినిమా తరువాత పక్కా యూత్‌ ఫుల్‌ ఎంటర్‌టైనర్‌ను ఎంచుకున్న దర్శకుడు తరుణ్‌ భాస్కర్‌ ఈ సినిమా కూడా అంతే డిఫరెంట్ గా తెరకెక్కించాడు.
",0
670,"గతంలో తెలుగు తెర మీద చూడని సరికొత్త ట్రీట్మెంట్ ఈ సినిమాలో కనిపిస్తుంది.
",0
671,"ఎక్కడా కావాలని ఇరికించిన ఎమోషన్స్‌, బిల్డప్‌ సీన్స్‌, డ్రామా లేకుండా సినిమా అంతా సహజంగా సాగుతుంది.
",0
672,"నలుగురు స్నేహితుల మధ్య జరిగే సాధారణ కథను ఆసక్తికరంగా తెరమీద చూపించటంలో తరుణ్ భాస్కర్‌ విజయం సాధించాడు.
",0
673,"చాలా సందర్భాల్లో తనలోని రచయిత దర్శకుడిని డామినేట్‌ చేశాడు.
",0
674,"`జీవితమంటే.
",0
675,"నచ్చిన వాళ్లతో ఉంటూ, నాలుగు మెతుకులు తింటూ, నచ్చిన పని చేసుకోవడమే` లాంటి డైలాగ్స్‌ మనసును తాకుతాయి.
",0
676,"ఫ్రెండ్స్‌ మధ్య జరిగే సన్నివేశాలను ఇంట్రస్టింగ్‌గా తెరకెక్కించిన దర్శకుడు.
",0
677,"వివేక్‌ ప్రేమకథ, బ్రేకప్‌ లను చాలా సాదాసీదాగా తెరకెక్కించాడు.
",0
678,"తొలి భాగం కామెడీ సీన్స్‌ తో వేగంగా కథ నడిచినా.
",0
679,"ద్వితీయార్థం కాస్త నెమ్మదించింది.
",0
680,"వివేక్‌ సాగర్ అందించిన పాటలు పరవాలేదనిపించినా.
",0
681,"నేపథ్య సంగీతం ఆకట్టుకుంటుంది.
",0
682,"ఎడిటింగ్ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
683,"సినిమాటోగ్రఫి, నిర్మాణ విలువలు బాగున్నాయి.
",0
684,"ఇప్పటికే ఈ ఏడాది రంగ‌స్థలం, అభిమ‌న్యుడు లాంటి సూప‌ర్ హిట్స్‌ అందుకున్న సామ్ మ‌రో సూప‌ర్ హిట్ మీద కన్నేశారు.
",0
685,"కన్నడలో రెండేళ్ల క్రితం ఇదే పేరుతో వచ్చిన సూపర్ హిట్ కు రీమేక్.
",0
686,"లేడీ ఓరియంటెడ్ సినిమాగా తెర‌కెక్కిన యు ట‌ర్న్ కు ఒరిజ‌న‌ల్ వ‌ర్షన్‌కు ద‌ర్శక‌త్వం వ‌హించిన ప‌వ‌న్ కుమారే ద‌ర్శక‌త్వం వ‌హించాడు.
",0
687,"సూప‌ర్ నేచుర‌ల్‌ థ్రిల్లర్ గా ప్రేక్షకుల ముందుకు వ‌చ్చిన యు టర్న్‌తో స‌మంత ఆశించిన విజ‌యం సాధించారా.
",0
688,"? లేడీ ఓరియంటెడ్ సినిమాతో ఆక‌ట్టుకున్నారా.
",0
689,"? కన్నడ ప్రేక్షకులను అలరించిన యు టర్న్‌ తెలుగు ప్రేక్షకులను మెప్పించిందా.
",0
690,"స‌మంత ప్రస్తుతం న‌టిగా ప్రూవ్ చేసుకునేందుకు ప్రయ‌త్నిస్తున్నారు.
",0
691,"అందుకే న‌ట‌నకు ఆస్కారం ఉన్న పాత్రల‌ను మాత్రమే ఎంచుకుంటున్నారు.
",0
692,"యు ట‌ర్న్ సినిమాను ఏరికోరి సెలెక్ట్ చేసుకున్నారు.
",0
693,"తన పర్ఫామెన్స్‌ తో సినిమా స్థాయిని పెంచారు సమంత.
",0
694,"ప్రేమ, భ‌యం, సెంటిమెంట్ ఇలా అన్ని ఎమోష‌న్స్‌ను అద్భుతంగా పండించారు.
",0
695,"డబ్బింగ్‌ విషయంలో ఇంకాస్త దృష్టి పెట్టాల్సింది.
",0
696,"రచనకు సాయంచేసే పోలీస్ పాత్రలో ఆది పినిశెట్టి సరిగ్గా సరిపోయాడు.
",0
697,"పెద్దగా వేరియేష‌న్స్ చూపించే అవ‌కాశం లేక‌పోయినా.
",0
698,"ఉన్నంత‌లో త‌న‌దైన న‌ట‌న‌తో ఆక‌ట్టుకున్నాడు.
",0
699,"భూమిక తెర మీద క‌నిపించింది కొద్ది సేపే అయినా ఉన్నంతో మంచి ఎమోష‌న్స్ పండించారు.
",0
700,"ముఖ్యంగా క్లైమాక్స్ లో భూమిక న‌ట‌న కంట‌త‌డిపెట్టిస్తుంది.
",0
701,"స‌మంత ఫ్రెండ్ పాత్రలో క్రైమ్ రిపోర్టర్ గా రాహుల్ ర‌వీంద్రన్‌ త‌న పాత్రకు పూర్తి న్యాయం చేశాడు.
",0
702,"ఇత‌ర పాత్రలో న‌రేన్, ర‌వి ప్రకాష్‌లు త‌మ ప‌రిధి మేర‌కు ఆక‌ట్టుకున్నారు.
",0
703,"థ్రిల్లర్ జానర్‌లో తెర‌కెక్కే సినిమాల‌ను ఓ సెక్షన్ ఆడియ‌న్స్ ఎప్పుడు ఆద‌రిస్తారు.
",0
704,"క‌న్నడ ఒరిజిన‌ల్ వ‌ర్షన్‌కు దర్శక‌త్వం వ‌హించిన ప‌వ‌న్ కుమార్ తెలుగు వ‌ర్షన్ ను కూడా డైరెక్ట్ చేశారు.
",0
705,"తొలి పది నిమిషాలు కాస్త నెమ్మదిగా మొదలు పెట్టినా.
",0
706,"ఒక్కసారి అసలు కథ మొదలయ్యాక ఆడియన్స్‌ను కట్టిపడేశాడు దర్శకుడు.
",0
707,"ఎక్కడ అనవసరమైన కామెడీ, సాంగ్స్‌ లాంటివి ఇరికించకుండా పర్ఫెక్ట్ థ్రిల్లర్‌లా సినిమాను నడిపించాడు.
",0
708,"పూర్ణ చంద్ర తేజస్వీ సంగీతం సీన్స్‌ను మరింత ఎలివేట్ చేసింది.
",0
709,"బ్యాక్‌గ్రౌండ్‌ స్కోర్‌ సినిమా స్థాయిని పెంచింది.
",0
